"id";"grupo";"caixa";"porta_cto";"status";"rn"
1546416;1189;68;3;L;2
1546417;1189;68;4;L;2
1546418;1189;68;5;L;2
1546419;1189;68;6;L;2
1546420;1189;68;7;L;2
1546421;1189;68;8;L;2
1546422;1189;69;1;L;2
1546423;1189;69;2;L;2
1546424;1189;69;3;L;2
1546425;1189;69;4;L;2
1546426;1189;69;5;L;2
1546427;1189;69;6;L;2
1546428;1189;69;7;L;2
1546429;1189;69;8;L;2
1546430;1189;70;1;A;2
1546431;1189;70;2;L;2
1546432;1189;70;3;L;2
1546433;1189;70;4;L;2
1485874;1189;70;5;L;2
1546435;1189;70;6;L;2
1546436;1189;70;7;L;2
1546437;1189;70;8;L;2
1546438;1189;71;1;L;2
1546439;1189;71;2;L;2
1546440;1189;71;3;L;2
1546441;1189;71;4;L;2
1546442;1189;71;5;L;2
1546443;1189;71;6;L;2
1546444;1189;71;7;L;2
1546445;1189;71;8;L;2
1546446;1189;72;1;L;2
1546447;1189;72;2;L;2
1546448;1189;72;3;L;2
1546449;1189;72;4;L;2
1546450;1189;72;5;L;2
1546451;1189;72;6;L;2
1546452;1189;72;7;L;2
1546453;1189;72;8;L;2
1546454;1189;73;1;A;2
1546455;1189;73;2;L;2
1546456;1189;73;3;L;2
1546457;1189;73;4;L;2
1546458;1189;73;5;L;2
1546459;1189;73;6;L;2
1546460;1189;73;7;L;2
1546461;1189;73;8;L;2
1546462;1189;74;1;A;2
1546463;1189;74;2;L;2
1546464;1189;74;3;L;2
1546465;1189;74;4;L;2
1546466;1189;74;5;L;2
1546467;1189;74;6;L;2
1546468;1189;74;7;L;2
1546469;1189;74;8;L;2
1546470;1189;75;1;L;2
1546471;1189;75;2;L;2
1546472;1189;75;3;L;2
1546473;1189;75;4;L;2
1546474;1189;75;5;L;2
1546475;1189;75;6;L;2
1546476;1189;75;7;L;2
1546477;1189;75;8;L;2
1546478;1189;76;1;L;2
1546479;1189;76;2;L;2
1546480;1189;76;3;L;2
1546481;1189;76;4;L;2
1546482;1189;76;5;L;2
1546483;1189;76;6;L;2
1546484;1189;76;7;L;2
1546485;1189;76;8;L;2
1546486;1189;77;1;L;2
1485927;1189;77;2;L;2
1546488;1189;77;3;L;2
1546489;1189;77;4;L;2
1546490;1189;77;5;L;2
1546491;1189;77;6;L;2
1546492;1189;77;7;L;2
1546493;1189;77;8;L;2
1546494;1189;78;1;A;2
1546495;1189;78;2;L;2
1546496;1189;78;3;L;2
1546497;1189;78;4;L;2
1546498;1189;78;5;L;2
1546499;1189;78;6;L;2
1546500;1189;78;7;L;2
1546501;1189;78;8;L;2
1546502;1189;81;1;L;2
1546503;1189;81;2;L;2
1546504;1189;81;3;L;2
1546505;1189;81;4;L;2
1546506;1189;81;5;L;2
1546507;1189;81;6;L;2
1546508;1189;81;7;L;2
1546509;1189;81;8;L;2
1546510;1189;82;1;L;2
1546511;1189;82;2;L;2
1546512;1189;82;3;L;2
1546513;1189;82;4;L;2
1546514;1189;82;5;L;2
1546515;1189;82;6;L;2
1546516;1189;82;7;L;2
1546517;1189;82;8;L;2
1546518;1189;83;1;L;2
1546519;1189;83;2;L;2
1546520;1189;83;3;L;2
1546521;1189;83;4;L;2
1546522;1189;83;5;L;2
1485963;1189;83;6;L;2
1546524;1189;83;7;L;2
1546525;1189;83;8;L;2
1546526;1189;84;1;L;2
1546527;1189;84;2;L;2
1485968;1189;84;3;L;2
1546529;1189;84;4;L;2
1546530;1189;84;5;L;2
1546531;1189;84;6;L;2
1546532;1189;84;7;L;2
1546533;1189;84;8;L;2
1546534;1189;85;1;A;2
1546535;1189;85;2;L;2
1546536;1189;85;3;L;2
1546537;1189;85;4;L;2
1546538;1189;85;5;L;2
1485979;1189;85;6;L;2
1546540;1189;85;7;L;2
1546541;1189;85;8;L;2
1546542;1189;86;1;L;2
1546543;1189;86;2;L;2
1546544;1189;86;3;L;2
1546545;1189;86;4;L;2
1546546;1189;86;5;L;2
1546547;1189;86;6;L;2
1546548;1189;86;7;L;2
1546549;1189;86;8;L;2
1546550;1189;87;1;L;2
1546551;1189;87;2;L;2
1546552;1189;87;3;L;2
1546553;1189;87;4;L;2
1546554;1189;87;5;L;2
1546555;1189;87;6;L;2
1546556;1189;87;7;L;2
1546557;1189;87;8;L;2
1546558;1189;88;1;L;2
1546559;1189;88;2;L;2
1546560;1189;88;3;L;2
1546561;1189;88;4;L;2
1546562;1189;88;5;L;2
1546563;1189;88;6;L;2
1546564;1189;88;7;L;2
1546565;1189;88;8;L;2
1546566;1189;89;1;L;2
1546567;1189;89;2;L;2
1546568;1189;89;3;L;2
1546569;1189;89;4;L;2
1546570;1189;89;5;L;2
1546571;1189;89;6;L;2
1546572;1189;89;7;L;2
1546573;1189;89;8;L;2
1546574;1189;90;1;L;2
1546575;1189;90;2;L;2
1546576;1189;90;3;L;2
1546577;1189;90;4;L;2
1546578;1189;90;5;L;2
1546579;1189;90;6;L;2
1546580;1189;90;7;L;2
1546581;1189;90;8;L;2
1546582;1189;91;1;L;2
1546583;1189;91;2;L;2
1546584;1189;91;3;L;2
1546585;1189;91;4;L;2
1546586;1189;91;5;L;2
1546587;1189;91;6;L;2
1486028;1189;91;7;L;2
1546589;1189;91;8;L;2
1546590;1189;92;1;L;2
1546591;1189;92;2;L;2
1546592;1189;92;3;L;2
1546593;1189;92;4;L;2
1546594;1189;92;5;L;2
1546595;1189;92;6;L;2
1546596;1189;92;7;L;2
1546597;1189;92;8;L;2
1546598;1189;93;1;L;2
1546599;1189;93;2;L;2
1546600;1189;93;3;L;2
1546601;1189;93;4;L;2
1546602;1189;93;5;L;2
1546603;1189;93;6;L;2
1546604;1189;93;7;L;2
1546605;1189;93;8;L;2
1546606;1189;94;1;L;2
1546607;1189;94;2;L;2
1546608;1189;94;3;L;2
1546609;1189;94;4;L;2
1546610;1189;94;5;L;2
1546611;1189;94;6;L;2
1546612;1189;94;7;L;2
1546613;1189;94;8;L;2
1546622;1189;145;1;L;2
1486055;1189;145;2;L;2
1546624;1189;145;3;L;2
1546625;1189;145;4;L;2
1546626;1189;145;5;L;2
1546627;1189;145;6;L;2
1546628;1189;145;7;L;2
1546629;1189;145;8;L;2
1546630;1189;146;1;L;2
1546631;1189;146;2;L;2
1546632;1189;146;3;A;2
1546633;1189;146;4;L;2
1546634;1189;146;5;L;2
1546635;1189;146;6;L;2
1546636;1189;146;7;L;2
1546637;1189;146;8;L;2
1546638;1189;147;1;A;2
1546639;1189;147;2;L;2
1546640;1189;147;3;L;2
1546641;1189;147;4;L;2
1546642;1189;147;5;L;2
1546643;1189;147;6;L;2
1546644;1189;147;7;L;2
1546645;1189;147;8;L;2
1546646;1189;148;1;L;2
1546647;1189;148;2;L;2
1546648;1189;148;3;L;2
1546649;1189;148;4;L;2
1546650;1189;148;5;L;2
1546651;1189;148;6;L;2
1546652;1189;148;7;L;2
1546653;1189;148;8;L;2
1546654;1189;149;1;L;2
1546655;1189;149;2;L;2
1546656;1189;149;3;L;2
1546657;1189;149;4;L;2
1546658;1189;149;5;L;2
1546659;1189;149;6;L;2
1546660;1189;149;7;L;2
1546661;1189;149;8;L;2
1546662;1189;150;1;L;2
1546663;1189;150;2;L;2
1546664;1189;150;3;L;2
1546665;1189;150;4;L;2
1546666;1189;150;5;L;2
1546667;1189;150;6;L;2
1546668;1189;150;7;L;2
1546669;1189;150;8;L;2
1546670;1189;151;1;L;2
1546671;1189;151;2;L;2
1546672;1189;151;3;L;2
1546673;1189;151;4;L;2
1546674;1189;151;5;L;2
1546675;1189;151;6;L;2
1546676;1189;151;7;L;2
1546677;1189;151;8;L;2
1546678;1189;152;1;L;2
1546679;1189;152;2;L;2
1546680;1189;152;3;L;2
1546681;1189;152;4;L;2
1546682;1189;152;5;L;2
1546683;1189;152;6;L;2
1546684;1189;152;7;L;2
1546685;1189;152;8;L;2
1546686;1189;153;1;L;2
1546687;1189;153;2;L;2
1546688;1189;153;3;L;2
1546689;1189;153;4;L;2
1546690;1189;153;5;L;2
1546691;1189;153;6;L;2
1546692;1189;153;7;L;2
1546693;1189;153;8;L;2
1546694;1189;154;1;L;2
1546695;1189;154;2;L;2
1546696;1189;154;3;L;2
1546697;1189;154;4;L;2
1546698;1189;154;5;L;2
1546699;1189;154;6;L;2
1546700;1189;154;7;L;2
1546701;1189;154;8;L;2
1546702;1189;155;1;A;2
1546703;1189;155;2;L;2
1546704;1189;155;3;L;2
1546705;1189;155;4;L;2
1546706;1189;155;5;L;2
1546707;1189;155;6;L;2
1546708;1189;155;7;L;2
1546709;1189;155;8;L;2
1546710;1189;156;1;L;2
1546711;1189;156;2;L;2
1546712;1189;156;3;L;2
1546713;1189;156;4;L;2
1546714;1189;156;5;L;2
1546715;1189;156;6;L;2
1546716;1189;156;7;L;2
1546717;1189;156;8;L;2
2034589;1252;1905;1;A;2
2034590;1252;1905;2;L;2
2034591;1252;1905;3;L;2
2034584;1252;1905;4;L;2
2034593;1252;1905;5;L;2
2034594;1252;1905;6;L;2
2034587;1252;1905;7;L;2
2034588;1252;1905;8;L;2
2034629;1252;1906;1;L;2
2034630;1252;1906;2;L;2
2034631;1252;1906;3;L;2
2034632;1252;1906;4;L;2
2034633;1252;1906;5;L;2
2034634;1252;1906;6;L;2
2034635;1252;1906;7;L;2
2034636;1252;1906;8;L;2
2034605;1252;1907;1;L;2
2034638;1252;1907;2;L;2
2034607;1252;1907;3;L;2
2034640;1252;1907;4;A;2
2034609;1252;1907;5;L;2
2034642;1252;1907;6;L;2
2034643;1252;1907;7;L;2
2034644;1252;1907;8;L;2
2034645;1252;1908;1;L;2
2034614;1252;1908;2;L;2
2034647;1252;1908;3;L;2
2034648;1252;1908;4;L;2
2034649;1252;1908;5;L;2
2034650;1252;1908;6;L;2
2034619;1252;1908;7;L;2
2034620;1252;1908;8;L;2
2034653;1252;1909;1;L;2
2034622;1252;1909;2;L;2
2034655;1252;1909;3;L;2
2034624;1252;1909;4;L;2
2034657;1252;1909;5;L;2
2034658;1252;1909;6;L;2
2034659;1252;1909;7;L;2
2034660;1252;1909;8;L;2
2165607;1262;609;1;L;2
2165672;1262;609;2;L;2
2165673;1262;609;3;L;2
2165674;1262;609;4;L;2
2165675;1262;609;5;L;2
2165676;1262;609;6;L;2
2165613;1262;609;7;L;2
2165678;1262;609;8;L;2
2165615;1262;610;1;L;2
2165680;1262;610;2;L;2
2165617;1262;610;3;L;2
2165682;1262;610;4;L;2
2165683;1262;610;5;L;2
2165684;1262;610;6;L;2
2165621;1262;610;7;L;2
2165686;1262;610;8;L;2
2165687;1262;611;1;L;2
2165624;1262;611;2;L;2
2165689;1262;611;3;L;2
2165690;1262;611;4;L;2
2165691;1262;611;5;L;2
2165692;1262;611;6;L;2
2165629;1262;611;7;L;2
2165630;1262;611;8;L;2
2165703;1262;613;1;L;2
2165640;1262;613;2;L;2
2165641;1262;613;3;L;2
2165706;1262;613;4;L;2
2165707;1262;613;5;L;2
2165644;1262;613;6;L;2
2165709;1262;613;7;L;2
2165710;1262;613;8;L;2
2165719;1262;615;1;L;2
2165656;1262;615;2;L;2
2165721;1262;615;3;L;2
2165722;1262;615;4;L;2
2165723;1262;615;5;L;2
2165724;1262;615;6;L;2
2165725;1262;615;7;L;2
2165662;1262;615;8;L;2
2165663;1262;616;1;L;2
2165728;1262;616;2;L;2
2165665;1262;616;3;L;2
2165666;1262;616;4;L;2
2165667;1262;616;5;L;2
2165668;1262;616;6;L;2
2165733;1262;616;7;L;2
2165734;1262;616;8;L;2
2297147;1295;2841;1;L;2
2297148;1295;2841;2;L;2
2297149;1295;2841;3;L;2
2297150;1295;2841;4;L;2
2297151;1295;2841;5;L;2
2297152;1295;2841;6;L;2
2297153;1295;2841;7;L;2
2297154;1295;2841;8;L;2
2297155;1295;2842;1;L;2
2297156;1295;2842;2;L;2
2297157;1295;2842;3;L;2
2297158;1295;2842;4;L;2
2297159;1295;2842;5;L;2
2297160;1295;2842;6;L;2
2297161;1295;2842;7;L;2
2297162;1295;2842;8;L;2
2297163;1295;2843;1;L;2
2297164;1295;2843;2;L;2
2297165;1295;2843;3;L;2
2297166;1295;2843;4;L;2
2297167;1295;2843;5;L;2
2297168;1295;2843;6;L;2
2297169;1295;2843;7;L;2
2297106;1295;2843;8;L;2
2297171;1295;2844;1;L;2
2297172;1295;2844;2;L;2
2297173;1295;2844;3;L;2
2297174;1295;2844;4;L;2
2297175;1295;2844;5;L;2
2297176;1295;2844;6;L;2
2297177;1295;2844;7;L;2
2297178;1295;2844;8;L;2
2297179;1295;2845;1;L;2
2297180;1295;2845;2;L;2
2297181;1295;2845;3;L;2
2297182;1295;2845;4;L;2
2297183;1295;2845;5;L;2
2297184;1295;2845;6;L;2
2297185;1295;2845;7;L;2
2297186;1295;2845;8;L;2
2297187;1295;2846;1;L;2
2297188;1295;2846;2;L;2
2297189;1295;2846;3;L;2
2297190;1295;2846;4;L;2
2297191;1295;2846;5;L;2
2297192;1295;2846;6;L;2
2297193;1295;2846;7;L;2
2297194;1295;2846;8;L;2
2297131;1295;2847;1;L;2
2297132;1295;2847;2;L;2
2297197;1295;2847;3;L;2
2297198;1295;2847;4;L;2
2297199;1295;2847;5;L;2
2297200;1295;2847;6;L;2
2297201;1295;2847;7;L;2
2297202;1295;2847;8;L;2
2297203;1295;2848;1;L;2
2297140;1295;2848;2;L;2
2297205;1295;2848;3;L;2
2297206;1295;2848;4;L;2
2297207;1295;2848;5;L;2
2297208;1295;2848;6;L;2
2297209;1295;2848;7;L;2
2297210;1295;2848;8;L;2
2726606;1393;3508;1;L;2
2726607;1393;3508;2;L;2
2726608;1393;3508;3;L;2
2726609;1393;3508;4;L;2
2726610;1393;3508;5;L;2
2726611;1393;3508;6;L;2
2726612;1393;3508;7;L;2
2726613;1393;3508;8;L;2
2729062;1393;3513;1;L;2
2729063;1393;3513;2;L;2
2729064;1393;3513;3;L;2
2729065;1393;3513;4;L;2
2729066;1393;3513;5;L;2
2729067;1393;3513;6;L;2
2729068;1393;3513;7;L;2
2729069;1393;3513;8;L;2
2729070;1393;3514;1;L;2
2729071;1393;3514;2;L;2
2729072;1393;3514;3;L;2
2729073;1393;3514;4;L;2
2729074;1393;3514;5;L;2
2729075;1393;3514;6;L;2
2729076;1393;3514;7;L;2
2729077;1393;3514;8;L;2
2729078;1393;3515;1;L;2
2729079;1393;3515;2;L;2
2729080;1393;3515;3;L;2
2729081;1393;3515;4;L;2
2729082;1393;3515;5;L;2
2729083;1393;3515;6;L;2
2729084;1393;3515;7;L;2
2729085;1393;3515;8;L;2
2729086;1393;3516;1;L;2
2729087;1393;3516;2;L;2
2729088;1393;3516;3;L;2
2729089;1393;3516;4;L;2
2729090;1393;3516;5;L;2
2729091;1393;3516;6;L;2
2729092;1393;3516;7;L;2
2729093;1393;3516;8;L;2
2729094;1393;3517;1;L;2
2729095;1393;3517;2;L;2
2729096;1393;3517;3;L;2
2729097;1393;3517;4;L;2
2729098;1393;3517;5;L;2
2729099;1393;3517;6;L;2
2729100;1393;3517;7;L;2
2729101;1393;3517;8;L;2
2729102;1393;3518;1;A;2
2729103;1393;3518;2;L;2
2729104;1393;3518;3;L;2
2729105;1393;3518;4;L;2
2729106;1393;3518;5;L;2
2729107;1393;3518;6;L;2
2729108;1393;3518;7;L;2
2729109;1393;3518;8;L;2
2729110;1393;3519;1;L;2
2729111;1393;3519;2;L;2
2729112;1393;3519;3;L;2
2729113;1393;3519;4;L;2
2729114;1393;3519;5;L;2
2729115;1393;3519;6;L;2
2729116;1393;3519;7;L;2
2729117;1393;3519;8;L;2
2729118;1393;3520;1;L;2
2729119;1393;3520;2;L;2
2729120;1393;3520;3;L;2
2729121;1393;3520;4;L;2
2729122;1393;3520;5;L;2
2729123;1393;3520;6;L;2
2729124;1393;3520;7;L;2
2729125;1393;3520;8;L;2
